"HMDB.ID","Sub_Class","Class"
"HMDB85702","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85703","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85704","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85705","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85706","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85707","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85708","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85709","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85710","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85711","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85712","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85713","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85714","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85715","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85716","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85717","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85718","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85719","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85720","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85721","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85722","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85723","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85724","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85725","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85726","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85727","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85728","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85729","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85730","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85731","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85732","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85733","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85734","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85735","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85736","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85737","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85738","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85739","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85740","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85741","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85742","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85743","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85744","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85745","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85746","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85747","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85748","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85749","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85750","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85751","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85752","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85753","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85754","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85755","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85756","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85757","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85758","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85759","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85760","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85761","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85762","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85763","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85764","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85765","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85766","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85767","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85768","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85769","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85770","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85771","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85772","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85773","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85774","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85775","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85776","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85777","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85778","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85779","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85780","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85781","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85782","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85783","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85784","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85785","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85786","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85787","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85788","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85789","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85790","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85791","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85792","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85793","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85794","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85795","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85796","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85797","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85798","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85799","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85800","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85801","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85802","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85803","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85804","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85805","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85806","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85807","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85808","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85809","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85810","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85811","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85812","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85813","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85814","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85815","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85816","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85817","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85818","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85819","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85820","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85821","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85822","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85823","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85824","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85825","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85826","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85827","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85828","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85829","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85830","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85831","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85832","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85833","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85834","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85835","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85836","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85837","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85838","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85839","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85840","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85841","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85842","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85843","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85844","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85845","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85846","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85847","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85848","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85849","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85850","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85851","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85852","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85853","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85854","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85855","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85856","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85857","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85858","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85859","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85860","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85861","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85862","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85863","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85864","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85865","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85866","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85867","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85868","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85869","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85870","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85871","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85872","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85873","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85874","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85875","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85876","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85877","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85878","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85879","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85880","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85881","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85882","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85883","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85884","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85885","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85886","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85887","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85888","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85889","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85890","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85891","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85892","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85893","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85894","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85895","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85896","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85897","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85898","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85899","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85900","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85901","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85902","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85903","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85904","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85905","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85906","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85907","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85908","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85909","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85910","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85911","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85912","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85913","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85914","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85915","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85916","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85917","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85918","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85919","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85920","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85921","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85922","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85923","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85924","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85925","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85926","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85927","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85928","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85929","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85930","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85931","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85932","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85933","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85934","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85935","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85936","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85937","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85938","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85939","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85940","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85941","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85942","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85943","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85944","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85945","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85946","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85947","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85948","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85949","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85950","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85951","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85952","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85953","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85954","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85955","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85956","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85957","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85958","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85959","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85960","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85961","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85962","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85963","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85964","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85965","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85966","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85967","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85968","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85969","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85970","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85971","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85972","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85973","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85974","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85975","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85976","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85977","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85978","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85979","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85980","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85981","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85982","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85983","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85984","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85985","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85986","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85987","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85988","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85989","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85990","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85991","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85992","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85993","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85994","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85995","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85996","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85997","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85998","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB85999","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86000","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86001","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86002","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86003","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86004","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86005","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86006","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86007","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86008","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86009","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86010","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86011","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86012","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86013","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86014","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86015","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86016","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86017","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86018","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86019","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86020","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86021","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86022","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86023","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86024","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86025","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86026","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86027","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86028","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86029","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86030","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86031","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86032","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86033","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86034","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86035","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86036","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86037","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86038","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86039","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86040","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86041","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86042","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86043","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86044","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86045","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86046","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86047","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86048","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86049","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86050","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86051","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86052","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86053","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86054","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86055","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86056","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86057","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86058","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86059","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
